context_small,context_large,word,prev,prev_fav,fol,fol_fav,frequency,freq_log_ppm,count,frequency_ppm,hapax,stress,fav_num
o la interrumpas con lloro n,partida. No la interrumpas con lloro ni palabras: si no quedara,lloro,n,no,o,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,5
haze. Bien vees este clamor d,la cibdad haze. Bien vees este clamor de campanas: este alarido ,clamor,e,yes,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
 vn cauallero que se llamaua C,or mi amor vn cauallero que se llamaua Calisto: el qual tu bien c,llamaua,e,yes,a,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,3
"imismo sus padres, e claro l","sciste assimismo sus padres, e claro linaje. sus virtudes e bon",claro,e,yes,a,yes,336.22290116508543,5.817774336337792,23,336.22290116508543,no,stressed,9
"imismo sus padres, e claro l","sciste assimismo sus padres, e claro linaje. sus virtudes e bon",claro,e,yes,a,yes,336.22290116508543,5.817774336337792,23,336.22290116508543,no,stressed,0
a e sagaz muger: que llamauan C," vna astuta e sagaz muger: que llamauan Celestina. La qual, de su ",llamauan,e,yes,a,yes,43.855161021532886,3.780892409076752,3,43.855161021532886,no,stressed,3
n porque muero. Gran plazer l,riste razon porque muero. Gran plazer lleuo de no la ver present,plazer,n,no,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,0
n porque muero. Gran plazer l,riste razon porque muero. Gran plazer lleuo de no la ver present,plazer,n,no,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,31
ada hija. Gran dolor lleuo d,alla tu amada hija. Gran dolor lleuo de mi: mayor de ti: muy ma,lleuo,r,no,e,yes,131.56548306459865,4.879504697744862,9,131.56548306459865,no,stressed,6
ada hija. Gran dolor lleuo d,alla tu amada hija. Gran dolor lleuo de mi: mayor de ti: muy ma,lleuo,r,no,e,yes,131.56548306459865,4.879504697744862,9,131.56548306459865,no,stressed,0
mara con grandissimo llanto: ,do a su camara con grandissimo llanto: preguntale Alisa su muger,llanto,o,yes,a,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,0
mara con grandissimo llanto: ,do a su camara con grandissimo llanto: preguntale Alisa su muger,llanto,o,yes,a,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,2
dazos: e haziendo su planto c,o hecho pedazos: e haziendo su planto concluye. ALISA. PLEBERIO.,planto,u,no,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,0
no acostumbradas: tu llanto e,us quexas no acostumbradas: tu llanto e congoxa de tanto sentimi,llanto,u,no,a,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,0
no acostumbradas: tu llanto e,us quexas no acostumbradas: tu llanto e congoxa de tanto sentimi,llanto,u,no,a,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,2
 sepulcro. porque no llore y,o vayas al sepulcro. porque no llore yo solo la perdida dolorid,llore,o,yes,o,yes,131.56548306459865,4.879504697744862,9,131.56548306459865,no,stressed,0
 sepulcro. porque no llore y,o vayas al sepulcro. porque no llore yo solo la perdida dolorid,llore,o,yes,o,yes,131.56548306459865,4.879504697744862,9,131.56548306459865,no,stressed,2
siruienta. Ayudame a llorar n,su triste siruienta. Ayudame a llorar nuestra llagada postremeri,llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
siruienta. Ayudame a llorar n,su triste siruienta. Ayudame a llorar nuestra llagada postremeri,llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
uestra llagada p,a llorar nuestra llagada postremeria. O gentes que ,llagada,a,yes,o,yes,29.236774014355255,3.3754273009685876,2,29.236774014355255,no,stressed,0
uestra llagada p,a llorar nuestra llagada postremeria. O gentes que ,llagada,a,yes,o,yes,29.236774014355255,3.3754273009685876,2,29.236774014355255,no,stressed,1
 honrras? para quien plante a,en adquiri honrras? para quien plante arboles? para quien fabriq,plante,n,no,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,0
s? dexarasme aquella florida p,"redamientos? dexarasme aquella florida planta, en quien tu poder ",florida,a,yes,o,yes,29.236774014355255,3.3754273009685876,2,29.236774014355255,no,stressed,2
"s. Dierasme, fortuna flutuosa: ","r no tenias. Dierasme, fortuna flutuosa: triste la mocedad con veg",flutuosa,a,yes,u,no,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
a edad: que no en la flaca p,a e robusta edad: que no en la flaca postremeria. O vida de con,flaca,a,yes,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,5
a edad: que no en la flaca p,a e robusta edad: que no en la flaca postremeria. O vida de con,flaca,a,yes,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
. O vida de congoxas llena. ,ostremeria. O vida de congoxas llena. de miserias acompanada. O,llena,s,no,e,yes,160.80225707895391,5.080175393207013,11,160.80225707895391,no,stressed,7
. O vida de congoxas llena. ,ostremeria. O vida de congoxas llena. de miserias acompanada. O,llena,s,no,e,yes,160.80225707895391,5.080175393207013,11,160.80225707895391,no,stressed,0
sses sin tiempo esta flor q,no me sacasses sin tiempo esta flor que este dia echaste de tu,flor,a,yes,o,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,0
sses sin tiempo esta flor q,no me sacasses sin tiempo esta flor que este dia echaste de tu,flor,a,yes,o,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,2
dan en corro. laguna llena d,res que andan en corro. laguna llena de cieno. region llena de ,llena,a,yes,e,yes,160.80225707895391,5.080175393207013,11,160.80225707895391,no,stressed,7
dan en corro. laguna llena d,res que andan en corro. laguna llena de cieno. region llena de ,llena,a,yes,e,yes,160.80225707895391,5.080175393207013,11,160.80225707895391,no,stressed,0
e cieno. region llena d,na llena de cieno. region llena de espinas. monte alto. ca,llena,a,yes,e,yes,160.80225707895391,5.080175393207013,11,160.80225707895391,no,stressed,7
e cieno. region llena d,na llena de cieno. region llena de espinas. monte alto. ca,llena,a,yes,e,yes,160.80225707895391,5.080175393207013,11,160.80225707895391,no,stressed,0
mpo pedregoso. prado lleno d,e alto. campo pedregoso. prado lleno de serpientes. huerto flor,lleno,o,yes,e,yes,116.94709605742102,4.761721662088479,8,116.94709605742102,no,stressed,4
e serpientes. huerto florido e,do lleno de serpientes. huerto florido e sin fruto. fuente de cuy,florido,o,yes,e,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
. bienauenturados se llamaran q,tado dexar. bienauenturados se llamaran quando vean el galardon qu,llamaran,e,yes,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
" podras dezir, mundo lleno d","Pues menos podras dezir, mundo lleno de males, que fuimos semej",lleno,o,yes,e,yes,116.94709605742102,4.761721662088479,8,116.94709605742102,no,stressed,4
 al hijo que enfermo lloraua: , rey Dauid al hijo que enfermo lloraua: muerto no quiso llorar. D,lloraua,o,yes,o,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
muerto no quiso llorar. , lloraua: muerto no quiso llorar. Diziendo que era quasi lo,llorar,o,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
muerto no quiso llorar. , lloraua: muerto no quiso llorar. Diziendo que era quasi lo,llorar,o,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
que era quasi locura llorar l, Diziendo que era quasi locura llorar lo irrecuperable: quedauan,llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
que era quasi locura llorar l, Diziendo que era quasi locura llorar lo irrecuperable: quedauan,llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
", con que soldase su llaga. ","ros muchos, con que soldase su llaga. E yo no lloro triste a el",llaga,u,no,a,yes,365.4596751794407,5.901155945276844,25,365.4596751794407,no,stressed,0
", con que soldase su llaga. ","ros muchos, con que soldase su llaga. E yo no lloro triste a el",llaga,u,no,a,yes,365.4596751794407,5.901155945276844,25,365.4596751794407,no,stressed,6
E yo no lloro t,su llaga. E yo no lloro triste a ella muerta: pero,lloro,u,no,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
E yo no lloro t,su llaga. E yo no lloro triste a ella muerta: pero,lloro,u,no,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,5
o me respondas si te llamo? ,e de que no me respondas si te llamo? quien me podra cobrir la ,llamo,e,yes,a,yes,73.09193503588814,4.291718032842743,5,73.09193503588814,no,stressed,3
 que pescas nuestras flacas v,"redes, con que pescas nuestras flacas voluntades. A do me pones ",flacas,s,no,a,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,0
 que pescas nuestras flacas v,"redes, con que pescas nuestras flacas voluntades. A do me pones ",flacas,s,no,a,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,1
 te curaste. Dios te llamaron o,los que no te curaste. Dios te llamaron otros: no se con que error,llamaron,e,yes,a,yes,29.236774014355255,3.3754273009685876,2,29.236774014355255,no,stressed,2
 jamas haze senal do llega. , rayo: que jamas haze senal do llega. La lena que gasta tu llam,llega,o,yes,e,yes,716.3009633517038,6.5741004185192695,49,716.3009633517038,no,stressed,3
La lena que gasta tu llama s,do llega. La lena que gasta tu llama son almas e vidas de human,llama,o,yes,e,yes,1257.1812826172759,7.13662741666215,86,1257.1812826172759,no,stressed,0
La lena que gasta tu llama s,do llega. La lena que gasta tu llama son almas e vidas de human,llama,o,yes,e,yes,1257.1812826172759,7.13662741666215,86,1257.1812826172759,no,stressed,8
"s y lanza, azotes: y clauos s","que espinas y lanza, azotes: y clauos su sangre vertieron: los f",clauos,y,no,a,yes,29.236774014355255,3.3754273009685876,2,29.236774014355255,no,stressed,0
 potacion porque nos lleue c,iel fue su potacion porque nos lleue con el buen ladron de dos ,lleue,s,no,e,yes,102.32870905024339,4.628190269463956,7,102.32870905024339,no,stressed,0
 potacion porque nos lleue c,iel fue su potacion porque nos lleue con el buen ladron de dos ,lleue,s,no,e,yes,102.32870905024339,4.628190269463956,7,102.32870905024339,no,stressed,2
 mi mano turuias con claras m,es turuada mi mano turuias con claras mezclando razones dexa las,claras,n,no,a,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,0
e por boca de todos: llorando y, y responde por boca de todos: llorando y riendo en tiempo y sazon,llorando,:,no,o,yes,102.32870905024339,4.628190269463956,7,102.32870905024339,no,stressed,0
e por boca de todos: llorando y, y responde por boca de todos: llorando y riendo en tiempo y sazon,llorando,:,no,o,yes,102.32870905024339,4.628190269463956,7,102.32870905024339,no,stressed,3
 libro. Ni quiere mi pluma: ,ncipio del libro. Ni quiere mi pluma: ni manda razon que quede ,pluma,i,no,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
 libro. Ni quiere mi pluma: ,ncipio del libro. Ni quiere mi pluma: ni manda razon que quede ,pluma,i,no,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,2
 digna gloria: ni su claro n,mbre ni su digna gloria: ni su claro nombre cubierto de oluido ,claro,u,no,a,yes,336.22290116508543,5.817774336337792,23,336.22290116508543,no,stressed,9
 digna gloria: ni su claro n,mbre ni su digna gloria: ni su claro nombre cubierto de oluido ,claro,u,no,a,yes,336.22290116508543,5.817774336337792,23,336.22290116508543,no,stressed,0
ombre: su tierra: su clara n,"anera su nombre: su tierra: su clara nacion. ""Toca como se deui",clara,u,no,a,yes,292.36774014355257,5.678012393962634,20,292.36774014355257,no,stressed,0
ombre: su tierra: su clara n,"anera su nombre: su tierra: su clara nacion. ""Toca como se deui",clara,u,no,a,yes,292.36774014355257,5.678012393962634,20,292.36774014355257,no,stressed,3
omo se deuia la obra llamar T,"n. ""Toca como se deuia la obra llamar Tragicomedia e no comedia.",llamar,a,yes,a,yes,263.1309661291973,5.572651878304807,18,263.1309661291973,no,stressed,6
omo se deuia la obra llamar T,"n. ""Toca como se deuia la obra llamar Tragicomedia e no comedia.",llamar,a,yes,a,yes,263.1309661291973,5.572651878304807,18,263.1309661291973,no,stressed,0
traydor supplico que llores d,ste mundo traydor supplico que llores discreto lector el tragico,llores,e,yes,o,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,2
traydor supplico que llores d,ste mundo traydor supplico que llores discreto lector el tragico,llores,e,yes,o,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,0
