context_small,context_large,word,prev,prev_fav,fol,fol_fav,frequency,freq_log_ppm,count,frequency_ppm,hapax,stress,fav_num
de Milan: mas en los claros i,herrerias de Milan: mas en los claros ingenios de doctos varones,claros,s,no,a,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,0
de Milan: mas en los claros i,herrerias de Milan: mas en los claros ingenios de doctos varones,claros,s,no,a,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,1
tificio: su fuerte e claro m,: sotil artificio: su fuerte e claro metal: su modo e manera de,claro,e,yes,a,yes,336.22290116508543,5.817774336337792,23,336.22290116508543,no,stressed,9
tificio: su fuerte e claro m,: sotil artificio: su fuerte e claro metal: su modo e manera de,claro,e,yes,a,yes,336.22290116508543,5.817774336337792,23,336.22290116508543,no,stressed,0
las de su perdicion: lleuaronla e,"tose con alas de su perdicion: lleuaronla en alto, no sabe dondyr. P",lleuaronla,:,no,e,yes,29.236774014355255,3.3754273009685876,2,29.236774014355255,no,stressed,0
"ue ella, por ceuo la lleuan: ","rtes mas que ella, por ceuo la lleuan: en las nueuas alas estaua",lleuan,a,yes,e,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,4
on es que aplique mi pluma e," dano: razon es que aplique mi pluma este engano, no dissimulan",pluma,i,no,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
on es que aplique mi pluma e," dano: razon es que aplique mi pluma este engano, no dissimulan",pluma,i,no,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,2
"estruyen: nublosas & flacas, ","mis alas destruyen: nublosas & flacas, nascidas de ogano. Prosig",flacas,&,no,a,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,0
"estruyen: nublosas & flacas, ","mis alas destruyen: nublosas & flacas, nascidas de ogano. Prosig",flacas,&,no,a,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,1
rga: desta manera la pluma s,"lud se alarga: desta manera la pluma se embarga, imponiendo dic",pluma,a,yes,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
rga: desta manera la pluma s,"lud se alarga: desta manera la pluma se embarga, imponiendo dic",pluma,a,yes,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,2
i que esta obra a mi flaco e,"nte. Y assi que esta obra a mi flaco entender fue tanto breue, ",flaco,i,no,a,yes,175.42064408613155,5.1671867701966425,12,175.42064408613155,no,stressed,0
i que esta obra a mi flaco e,"nte. Y assi que esta obra a mi flaco entender fue tanto breue, ",flaco,i,no,a,yes,175.42064408613155,5.1671867701966425,12,175.42064408613155,no,stressed,2
"de gracias, labor de plazer: "," en forro de gracias, labor de plazer: no hizo Dedalo en su offi",plazer,e,yes,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,0
"de gracias, labor de plazer: "," en forro de gracias, labor de plazer: no hizo Dedalo en su offi",plazer,e,yes,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,31
"as y lanza, azotes y clauos s"," que espinas y lanza, azotes y clauos su sangre vertieron; la su",clauos,y,no,a,yes,29.236774014355255,3.3754273009685876,2,29.236774014355255,no,stressed,0
intio vn ladron; nos lleue l,stado consintio vn ladron; nos lleue le ruego con los quel crey,lleue,s,no,e,yes,102.32870905024339,4.628190269463956,7,102.32870905024339,no,stressed,0
intio vn ladron; nos lleue l,stado consintio vn ladron; nos lleue le ruego con los quel crey,lleue,s,no,e,yes,102.32870905024339,4.628190269463956,7,102.32870905024339,no,stressed,2
alas de su perdicion lleuaronla e,ctose con alas de su perdicion lleuaronla en alto no sabe donde yr. ,lleuaronla,n,no,e,yes,29.236774014355255,3.3754273009685876,2,29.236774014355255,no,stressed,0
que ella por ceuo la lleuan e,ertes mas que ella por ceuo la lleuan en las nueuas alas estaua ,lleuan,a,yes,e,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,4
 es que aplique a mi pluma e,ano: razon es que aplique a mi pluma este engano no despreciand,pluma,i,no,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
 es que aplique a mi pluma e,ano: razon es que aplique a mi pluma este engano no despreciand,pluma,i,no,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,2
destruyen nublosas e flacas n, mis alas destruyen nublosas e flacas nascidas de ogano. Prosigu,flacas,e,yes,a,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,0
destruyen nublosas e flacas n, mis alas destruyen nublosas e flacas nascidas de ogano. Prosigu,flacas,e,yes,a,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,1
rga: desta manera mi pluma s,lud se alarga: desta manera mi pluma se embarga imponiendo dich,pluma,i,no,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
rga: desta manera mi pluma s,lud se alarga: desta manera mi pluma se embarga imponiendo dich,pluma,i,no,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,2
 de gracias lauor de plazer: ,l en forro de gracias lauor de plazer: no hizo Dedalo cierto a m,plazer,e,yes,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,0
 de gracias lauor de plazer: ,l en forro de gracias lauor de plazer: no hizo Dedalo cierto a m,plazer,e,yes,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,31
ue de muy hinchada y llena q,e dezir: que de muy hinchada y llena quiere rebentar: echando d,llena,y,no,e,yes,160.80225707895391,5.080175393207013,11,160.80225707895391,no,stressed,7
ue de muy hinchada y llena q,e dezir: que de muy hinchada y llena quiere rebentar: echando d,llena,y,no,e,yes,160.80225707895391,5.080175393207013,11,160.80225707895391,no,stressed,0
 de aquellos que por claror d,los dichos de aquellos que por claror de sus ingenios meresciero,claror,r,no,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,0
errae tremunt. maria fluctuant a,fligunt. terrae tremunt. maria fluctuant aer quatitur. crepant flam,fluctuant,a,yes,u,no,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
er quatitur. crepant flammae. ,luctuant aer quatitur. crepant flammae. bellum immortale venti ge,flammae,t,no,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,0
e sacude: suenan las llamas: , el ayre se sacude: suenan las llamas: los vientos entre si trae,llamas,s,no,a,yes,116.94709605742102,4.761721662088479,8,116.94709605742102,no,stressed,0
e sacude: suenan las llamas: , el ayre se sacude: suenan las llamas: los vientos entre si trae,llamas,s,no,a,yes,116.94709605742102,4.761721662088479,8,116.94709605742102,no,stressed,3
 de tras el fuego yo llegaria m,se conseja de tras el fuego yo llegaria mas al cabo esta cuenta. E,llegaria,o,yes,e,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
s de vn pequeno pece llamado e, marauillas de vn pequeno pece llamado echeneis: quanto sea apta ,llamado,e,yes,a,yes,146.18387007177628,4.9848652134026885,10,146.18387007177628,no,stressed,5
s de vn pequeno pece llamado e, marauillas de vn pequeno pece llamado echeneis: quanto sea apta ,llamado,e,yes,a,yes,146.18387007177628,4.9848652134026885,10,146.18387007177628,no,stressed,0
 a cazar. De vna ave llamada R,los vienen a cazar. De vna ave llamada Rocho que nace en el Indic,llamada,e,yes,a,yes,73.09193503588814,4.291718032842743,5,73.09193503588814,no,stressed,4
 a cazar. De vna ave llamada R,los vienen a cazar. De vna ave llamada Rocho que nace en el Indic,llamada,e,yes,a,yes,73.09193503588814,4.291718032842743,5,73.09193503588814,no,stressed,0
eza jamas oyda e que lleva s,r de grandeza jamas oyda e que lleva sobre su pico fasta las nu,lleva,e,yes,e,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
es que desta nuestra flaca h,e variedades que desta nuestra flaca humanidad nos prouienen: e,flaca,a,yes,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,5
es que desta nuestra flaca h,e variedades que desta nuestra flaca humanidad nos prouienen: e,flaca,a,yes,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
 para cuyo verdadero plazer e,o aquellos para cuyo verdadero plazer es todo: desechan el cuent,plazer,o,yes,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,0
 para cuyo verdadero plazer e,o aquellos para cuyo verdadero plazer es todo: desechan el cuent,plazer,o,yes,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,31
do que no se auia de llamar C,re: diziendo que no se auia de llamar Comedia: pues acabaua en t,llamar,e,yes,a,yes,263.1309661291973,5.572651878304807,18,263.1309661291973,no,stressed,6
do que no se auia de llamar C,re: diziendo que no se auia de llamar Comedia: pues acabaua en t,llamar,e,yes,a,yes,263.1309661291973,5.572651878304807,18,263.1309661291973,no,stressed,0
risteza: sino que se llamasse T,abaua en tristeza: sino que se llamasse Tragedia. El primer autor ,llamasse,e,yes,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
el principio que fue plazer e,minacion del principio que fue plazer e llamola Comedia. yo vien,plazer,e,yes,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,0
el principio que fue plazer e,minacion del principio que fue plazer e llamola Comedia. yo vien,plazer,e,yes,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,31
 llamola C,e plazer e llamola Comedia. yo viendo estas d,llamola,e,yes,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
r medio la porfia: e llamela T,i agora por medio la porfia: e llamela Tragicomedia. Assi que vie,llamela,e,yes,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
meter segunda vez la pluma e, voluntad meter segunda vez la pluma en tan estrana lauor e tan,pluma,a,yes,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
meter segunda vez la pluma e, voluntad meter segunda vez la pluma en tan estrana lauor e tan,pluma,a,yes,u,no,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,2
 de noble linaje: de claro i,alisto fue de noble linaje: de claro ingenio: de gentil disposi,claro,e,yes,a,yes,336.22290116508543,5.817774336337792,23,336.22290116508543,no,stressed,9
 de noble linaje: de claro i,alisto fue de noble linaje: de claro ingenio: de gentil disposi,claro,e,yes,a,yes,336.22290116508543,5.817774336337792,23,336.22290116508543,no,stressed,0
o con vn criado suyo llamado S,iado. hablo con vn criado suyo llamado Sempronio. el qual despues,llamado,o,yes,a,yes,146.18387007177628,4.9848652134026885,10,146.18387007177628,no,stressed,5
o con vn criado suyo llamado S,iado. hablo con vn criado suyo llamado Sempronio. el qual despues,llamado,o,yes,a,yes,146.18387007177628,4.9848652134026885,10,146.18387007177628,no,stressed,0
enderezo a vna vieja llamada C,azones le enderezo a vna vieja llamada Celestina: en cuya casa te,llamada,a,yes,a,yes,73.09193503588814,4.291718032842743,5,73.09193503588814,no,stressed,4
enderezo a vna vieja llamada C,azones le enderezo a vna vieja llamada Celestina: en cuya casa te,llamada,a,yes,a,yes,73.09193503588814,4.291718032842743,5,73.09193503588814,no,stressed,0
criado vna enamorada llamada E, el mesmo criado vna enamorada llamada Elicia: la qual viniendo S,llamada,a,yes,a,yes,73.09193503588814,4.291718032842743,5,73.09193503588814,no,stressed,4
criado vna enamorada llamada E, el mesmo criado vna enamorada llamada Elicia: la qual viniendo S,llamada,a,yes,a,yes,73.09193503588814,4.291718032842743,5,73.09193503588814,no,stressed,0
tenia a otro consigo llamado C,de su amo tenia a otro consigo llamado Crito: al qual escondieron,llamado,o,yes,a,yes,146.18387007177628,4.9848652134026885,10,146.18387007177628,no,stressed,5
tenia a otro consigo llamado C,de su amo tenia a otro consigo llamado Crito: al qual escondieron,llamado,o,yes,a,yes,146.18387007177628,4.9848652134026885,10,146.18387007177628,no,stressed,0
iento dura fasta que llega S,al razonamiento dura fasta que llega Sempronio e Celestina a ca,llega,e,yes,e,yes,716.3009633517038,6.5741004185192695,49,716.3009633517038,no,stressed,3
ste vn poco. dexemos llorar a,enconan. este vn poco. dexemos llorar al que dolor tiene: que la,llorar,s,no,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
ste vn poco. dexemos llorar a,enconan. este vn poco. dexemos llorar al que dolor tiene: que la,llorar,s,no,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
en puedan sus cuytas llorar. ,er con quien puedan sus cuytas llorar. Y que la llaga interior m,llorar,s,no,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
en puedan sus cuytas llorar. ,er con quien puedan sus cuytas llorar. Y que la llaga interior m,llorar,s,no,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
Y que la llaga i,s llorar. Y que la llaga interior mas empece. Pues ,llaga,s,no,o,yes,365.4596751794407,5.901155945276844,25,365.4596751794407,no,stressed,0
Y que la llaga i,s llorar. Y que la llaga interior mas empece. Pues ,llaga,s,no,o,yes,365.4596751794407,5.901155945276844,25,365.4596751794407,no,stressed,6
lo dire: mayor es la llama q,mo? yo te lo dire: mayor es la llama que dura ochenta anos que ,llama,a,yes,a,yes,1257.1812826172759,7.13662741666215,86,1257.1812826172759,no,stressed,0
lo dire: mayor es la llama q,mo? yo te lo dire: mayor es la llama que dura ochenta anos que ,llama,a,yes,a,yes,1257.1812826172759,7.13662741666215,86,1257.1812826172759,no,stressed,8
za / o pertinacia la llaman e,a mas dureza / o pertinacia la llaman en mi tierra. Vosotros los,llaman,a,yes,a,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,9
za / o pertinacia la llaman e,a mas dureza / o pertinacia la llaman en mi tierra. Vosotros los,llaman,a,yes,a,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,0
 filosofos de Cupido llamalda c,sotros los filosofos de Cupido llamalda como quisierdes. CAL.--tor,llamalda,o,yes,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
la imperfecion de la flaca m, hombre a la imperfecion de la flaca muger. CAL.--muger? o gros,flaca,a,yes,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,5
la imperfecion de la flaca m, hombre a la imperfecion de la flaca muger. CAL.--muger? o gros,flaca,a,yes,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
oda tu vida auias de llorar? ,ues que: toda tu vida auias de llorar? CAL.--si. SEMP.--porque? ,llorar,e,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
oda tu vida auias de llorar? ,ues que: toda tu vida auias de llorar? CAL.--si. SEMP.--porque? ,llorar,e,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
os: mira los poetas: llenos e,os filosofos: mira los poetas: llenos estan los libros de sus vi,llenos,:,no,e,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,0
os: mira los poetas: llenos e,os filosofos: mira los poetas: llenos estan los libros de sus vi,llenos,:,no,e,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,1
 Combidan. despiden. llaman. , la calle. Combidan. despiden. llaman. niegan. senalan amor. pro,llaman,.,no,a,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,9
 Combidan. despiden. llaman. , la calle. Combidan. despiden. llaman. niegan. senalan amor. pro,llaman,.,no,a,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,0
o que quieren. O que plaga. ,adeuinen lo que quieren. O que plaga. o que enojo. o que fastio,plaga,e,yes,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
ro eres hombre: e de claro i,"? lo primero eres hombre: e de claro ingenio: e mas, a quien la",claro,e,yes,a,yes,336.22290116508543,5.817774336337792,23,336.22290116508543,no,stressed,9
ro eres hombre: e de claro i,"? lo primero eres hombre: e de claro ingenio: e mas, a quien la",claro,e,yes,a,yes,336.22290116508543,5.817774336337792,23,336.22290116508543,no,stressed,0
" digas, que muy gran plazer h","--dixe que digas, que muy gran plazer haure de lo oyr. Assi te m",plazer,n,no,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,0
" digas, que muy gran plazer h","--dixe que digas, que muy gran plazer haure de lo oyr. Assi te m",plazer,n,no,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,31
L.--pues porque ayas plazer: ,de oyr. CAL.--pues porque ayas plazer: yo lo figurare por partes,plazer,s,no,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,0
L.--pues porque ayas plazer: ,de oyr. CAL.--pues porque ayas plazer: yo lo figurare por partes,plazer,s,no,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,31
jos? SEMP.--con ojos claros. ,"-con que ojos? SEMP.--con ojos claros. CAL.--e agora, con que la",claros,s,no,a,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,0
jos? SEMP.--con ojos claros. ,"-con que ojos? SEMP.--con ojos claros. CAL.--e agora, con que la",claros,s,no,a,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,1
s. De la burla yo me lleuo l,"ue me daras. De la burla yo me lleuo lo mejor: con todo, si des",lleuo,e,yes,e,yes,131.56548306459865,4.879504697744862,9,131.56548306459865,no,stressed,6
s. De la burla yo me lleuo l,"ue me daras. De la burla yo me lleuo lo mejor: con todo, si des",lleuo,e,yes,e,yes,131.56548306459865,4.879504697744862,9,131.56548306459865,no,stressed,0
n los principios las llagas: ,os danan en los principios las llagas: e encarecen el prometimie,llagas,s,no,a,yes,43.855161021532886,3.780892409076752,3,43.855161021532886,no,stressed,0
r? CAL.--a la puerta llaman; ,"e es, senor? CAL.--a la puerta llaman; corre. PARM.--quien es? S",llaman,a,yes,a,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,9
r? CAL.--a la puerta llaman; ,"e es, senor? CAL.--a la puerta llaman; corre. PARM.--quien es? S",llaman,a,yes,a,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,0
sta el nombre que la llame? , orejas desta el nombre que la llame? no lo creas: que assi se ,llame,a,yes,a,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,4
"RM.--senor, yua a la plaza e","eruias? PARM.--senor, yua a la plaza e trayale de comer: e acom",plaza,a,yes,a,yes,116.94709605742102,4.761721662088479,8,116.94709605742102,no,stressed,7
 que entrauan alli a llorar s,"satacados: que entrauan alli a llorar sus pecados. que trafagos,",llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
 que entrauan alli a llorar s,"satacados: que entrauan alli a llorar sus pecados. que trafagos,",llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
es. Tenia vna camara llena d,"s, mosquetes. Tenia vna camara llena de alambiques, de redomill",llena,a,yes,e,yes,160.80225707895391,5.080175393207013,11,160.80225707895391,no,stressed,7
es. Tenia vna camara llena d,"s, mosquetes. Tenia vna camara llena de alambiques, de redomill",llena,a,yes,e,yes,160.80225707895391,5.080175393207013,11,160.80225707895391,no,stressed,0
"ujelladas, cerillas, llanillas, ","entadas, bujelladas, cerillas, llanillas, vnturillas, lustres, luze",llanillas,",",no,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,0
"lustres, luzentores, clarimientes, ","turillas, lustres, luzentores, clarimientes, alualinos. E otras aguas ",clarimientes,",",no,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,0
"ol, de madreselua, e clauellinas, ","n, de trebol, de madreselua, e clauellinas, mosquetas e almizcladas, ",clauellinas,e,yes,a,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,1
"ntrillo, coronillas, flor d","scos, culantrillo, coronillas, flor de sauco e de mostaza, esp",flor,",",no,o,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,0
"ntrillo, coronillas, flor d","scos, culantrillo, coronillas, flor de sauco e de mostaza, esp",flor,",",no,o,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,2
"tarosa e gramonilla, flor s","lanco, tortarosa e gramonilla, flor saluaje, e higueruela, pic",flor,",",no,o,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,0
"tarosa e gramonilla, flor s","lanco, tortarosa e gramonilla, flor saluaje, e higueruela, pic",flor,",",no,o,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,2
"a, soga de ahorcado, flor d","uija marina, soga de ahorcado, flor de yedra, espina de erizo,",flor,",",no,o,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,0
"a, soga de ahorcado, flor d","uija marina, soga de ahorcado, flor de yedra, espina de erizo,",flor,",",no,o,yes,233.89419211484204,5.454868842648423,16,233.89419211484204,no,stressed,2
os corazones de cera llenos d,os daua vnos corazones de cera llenos de agujas quebradas. e otr,llenos,a,yes,e,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,0
os corazones de cera llenos d,os daua vnos corazones de cera llenos de agujas quebradas. e otr,llenos,a,yes,e,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,1
 cosas en barro e en plomo h,"s. e otras cosas en barro e en plomo hechas, muy espantables al",plomo,n,no,o,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,0
s sobre buen natural florescen: , costumbres sobre buen natural florescen: como el buen natural sea ,florescen,l,no,o,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,0
e aca por dexar este pleyto i, yo no vine aca por dexar este pleyto indeciso: o morir en la de,pleyto,e,yes,e,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,0
e aca por dexar este pleyto i, yo no vine aca por dexar este pleyto indeciso: o morir en la de,pleyto,e,yes,e,yes,58.47354802871051,4.068574481528533,4,58.47354802871051,no,stressed,2
"or. CAL.--que hazes, llaue d","SEMP.--senor. CAL.--que hazes, llaue de mi vida? abre. O Parmen",llaue,",",no,a,yes,43.855161021532886,3.780892409076752,3,43.855161021532886,no,stressed,0
 de mi muerte. Deseo llegar a,esurrecion de mi muerte. Deseo llegar a ti. Cobdicio besar essas,llegar,o,yes,e,yes,219.27580510766444,5.390330321510852,15,219.27580510766444,no,stressed,9
 de mi muerte. Deseo llegar a,esurrecion de mi muerte. Deseo llegar a ti. Cobdicio besar essas,llegar,o,yes,e,yes,219.27580510766444,5.390330321510852,15,219.27580510766444,no,stressed,0
io besar essas manos llenas d,ti. Cobdicio besar essas manos llenas de remedio. la indignidad ,llenas,s,no,e,yes,14.618387007177628,2.6822801204086426,1,14.618387007177628,yes,stressed,0
"ven comigo: trae las llaues, ","AL.--pues ven comigo: trae las llaues, que yo sanare su duda. SE",llaues,s,no,a,yes,29.236774014355255,3.3754273009685876,2,29.236774014355255,no,stressed,0
 juzgues por eso por flaco: ,o: e no lo juzgues por eso por flaco: que el amor imperuio toda,flaco,r,no,a,yes,175.42064408613155,5.1671867701966425,12,175.42064408613155,no,stressed,0
 juzgues por eso por flaco: ,o: e no lo juzgues por eso por flaco: que el amor imperuio toda,flaco,r,no,a,yes,175.42064408613155,5.1671867701966425,12,175.42064408613155,no,stressed,2
o vegetatiuo algunas plantas h,as. E en lo vegetatiuo algunas plantas han este respeto: si sin i,plantas,s,no,a,yes,43.855161021532886,3.780892409076752,3,43.855161021532886,no,stressed,0
itos en tal gestico: llegate a,"ezico, lobitos en tal gestico: llegate aca, putico, que no sabes ",llegate,:,no,e,yes,146.18387007177628,4.9848652134026885,10,146.18387007177628,no,stressed,0
itos en tal gestico: llegate a,"ezico, lobitos en tal gestico: llegate aca, putico, que no sabes ",llegate,:,no,e,yes,146.18387007177628,4.9848652134026885,10,146.18387007177628,no,stressed,1
a mala me mate si te llego a,". Mas rauia mala me mate si te llego a mi, avnque vieja: que la",llego,e,yes,e,yes,87.71032204306577,4.474039589636697,6,87.71032204306577,no,stressed,4
"do sufrir: digolo, e lloro. "," no lo puedo sufrir: digolo, e lloro. CEL.--Parmeno: tu no vees",lloro,e,yes,o,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
"do sufrir: digolo, e lloro. "," no lo puedo sufrir: digolo, e lloro. CEL.--Parmeno: tu no vees",lloro,e,yes,o,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,5
s necedad o simpleza llorar p,vees que es necedad o simpleza llorar por lo que con llorar no s,llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
s necedad o simpleza llorar p,vees que es necedad o simpleza llorar por lo que con llorar no s,llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
or lo que con llorar n,a llorar por lo que con llorar no se puede remediar? PARM,llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
or lo que con llorar n,a llorar por lo que con llorar no se puede remediar? PARM,llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
iar? PARM.--por esso lloro: ,uede remediar? PARM.--por esso lloro: que si con llorar fuesse ,lloro,o,yes,o,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
iar? PARM.--por esso lloro: ,uede remediar? PARM.--por esso lloro: que si con llorar fuesse ,lloro,o,yes,o,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,5
que si con llorar f,so lloro: que si con llorar fuesse possible traer a mi,llorar,o,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
que si con llorar f,so lloro: que si con llorar fuesse possible traer a mi,llorar,o,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
 tan grande seria el plazer d,l remedio: tan grande seria el plazer de la tal esperanza: que d,plazer,l,no,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,0
 tan grande seria el plazer d,l remedio: tan grande seria el plazer de la tal esperanza: que d,plazer,l,no,a,yes,1140.234186559855,7.038988947098234,78,1140.234186559855,no,stressed,31
ue de gozo no podria llorar. ,peranza: que de gozo no podria llorar. pero assi perdida ya la e,llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,13
ue de gozo no podria llorar. ,peranza: que de gozo no podria llorar. pero assi perdida ya la e,llorar,a,yes,o,yes,306.98612715073017,5.726802558132065,21,306.98612715073017,no,stressed,0
 pierdo el alegria e lloro. ,esperanza: pierdo el alegria e lloro. CEL.--lloraras sin prouec,lloro,e,yes,o,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
 pierdo el alegria e lloro. ,esperanza: pierdo el alegria e lloro. CEL.--lloraras sin prouec,lloro,e,yes,o,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,5
prouecho: por lo que llorando e,raras sin prouecho: por lo que llorando estoruar no podras: ni san,llorando,e,yes,o,yes,102.32870905024339,4.628190269463956,7,102.32870905024339,no,stressed,0
prouecho: por lo que llorando e,raras sin prouecho: por lo que llorando estoruar no podras: ni san,llorando,e,yes,o,yes,102.32870905024339,4.628190269463956,7,102.32870905024339,no,stressed,3
ano es en mano desta flaca v,oder ser sano es en mano desta flaca vieja. PARM.--mas desta fl,flaca,a,yes,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,5
ano es en mano desta flaca v,oder ser sano es en mano desta flaca vieja. PARM.--mas desta fl,flaca,a,yes,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,0
ja. PARM.--mas desta flaca p, flaca vieja. PARM.--mas desta flaca puta vieja. CEL.--putos di,flaca,a,yes,a,yes,190.03903109330915,5.247229477870179,13,190.03903109330915,no,stressed,5
